b'[MASK]',b'adventure',b'What did you think of all the mischief Tom got into?',b'He certainly was curious and never liked to sit still very long. Did you like to go exploring when you were kid?'
b'YES',b'adventure',b'Did you like to go exploring when you were kid?',"b'How exciting! What did you explore, and what happened?'"
b'ABSOLUTELY',b'adventure',b'Did you like to go exploring when you were kid?',"b'How exciting! What did you explore, and what happened?'"
b'I DID',b'adventure',b'Did you like to go exploring when you were kid?',"b'How exciting! What did you explore, and what happened?'"
b'NO',b'adventure',b'Did you like to go exploring when you were kid?',"b""I do not do much exploring myself! Are you familiar with Tom Clancy's writing?"""
b'DON T KNOW',b'adventure',b'Did you like to go exploring when you were kid?',"b""I do not do much exploring myself! Are you familiar with Tom Clancy's writing?"""
b'[MASK]',b'adventure',"b'What did you explore, and what happened?'","b""You weren't so different from Tom Sawyer after all! Do you still like to explore?"""
b'YOU JUST SAID THAT',b'*',b'*',b'My apologies! Do you want to get back to talking about sports?'
b'YOU JUST SAID THAT',b'*',b'*',b'My apologies! Do you want to get back to talking about music?'
b'YOU JUST SAID THAT',b'*',b'*',b'My apologies! Do you want to get back to talking about science?'
b'YOU JUST SAID THAT',b'*',b'*',b'My apologies! Do you want to get back to talking about movies?'
b'YOU JUST SAID THAT',b'*',b'*',b'My apologies! Do you want to get back to talking about TV?'
b'YOU JUST SAID THAT',b'*',b'*',b'My apologies! Do you want to get back to talking about museums?'
b'YOU JUST SAID THAT',b'*',b'*',b'My apologies! Do you want to get back to talking about food?'
b'YOU JUST SAID THAT',b'*',b'*',b'My apologies! Do you want to get back to talking about history?'
b'YOU JUST SAID THAT',b'*',b'*',b'My apologies! Do you want to get back to talking about drinks?'
b'YOU JUST SAID THAT',b'*',b'*',b'My apologies! Do you want to get back to talking about comedy?'
b'YOU JUST SAID THAT',b'*',b'*',b'My apologies! Do you want to get back to talking about Food Network?'
b'YOU JUST SAID THAT',b'*',b'*',b'My apologies! Do you want to get back to talking about radio?'
b'YOU JUST SAID THAT',b'*',b'*',b'My apologies! Do you want to get back to talking about romance?'
b'YOU JUST SAID THAT',b'*',b'*',b'My apologies! Do you want to get back to talking about reading?'
b'YOU JUST SAID THAT',b'*',b'*',b'My apologies! Do you want to get back to talking about books?'
b'YOU JUST SAID THAT',b'*',b'*',b'My apologies! Do you want to get back to talking about cards?'
b'YOU JUST SAID THAT',b'*',b'*',b'My apologies! Do you want to get back to talking about knitting?'
b'YOU JUST SAID THAT',b'*',b'*',b'My apologies! Do you want to get back to talking about travel?'
b'YOU JUST SAID THAT',b'*',b'*',b'My apologies! Do you want to get back to talking about kids?'
b'YOU JUST SAID THAT',b'*',b'*',b'My apologies! Do you want to get back to talking about pets?'
b'YOU JUST SAID THAT',b'*',b'*',b'My apologies! So what should we talk about now?'
b'NO',b'*',b'Do you want to get back to talking about sports?',b'Sure! So what should we talk about now?'
b'NO',b'*',b'Do you want to get back to talking about music?',b'Sure! So what should we talk about now?'
b'NO',b'*',b'Do you want to get back to talking about science?',b'Sure! So what should we talk about now?'
b'NO',b'*',b'Do you want to get back to talking about movies?',b'Sure! So what should we talk about now?'
b'NO',b'*',b'Do you want to get back to talking about TV?',b'Sure! So what should we talk about now?'
b'NO',b'*',b'Do you want to get back to talking about museums?',b'Sure! So what should we talk about now?'
b'NO',b'*',b'Do you want to get back to talking about inventions?',b'Sure! So what should we talk about now?'
b'NO',b'*',b'Do you want to get back to talking about food?',b'Sure! So what should we talk about now?'
b'NO',b'*',b'Do you want to get back to talking about reading?',b'Sure! So what should we talk about now?'
b'NO',b'*',b'Do you want to get back to talking about books?',b'Sure! So what should we talk about now?'
b'NO',b'*',b'Do you want to get back to talking about cards?',b'Sure! So what should we talk about now?'
b'NO',b'*',b'Do you want to get back to talking about knitting?',b'Sure! So what should we talk about now?'
b'NO',b'*',b'Do you want to get back to talking about travel?',b'Sure! So what should we talk about now?'
b'NO',b'*',b'Do you want to get back to talking about kids?',b'Sure! So what should we talk about now?'
b'YES',b'*',b'Do you want to get back to talking about sports?',b'[MASK]'
b'YES',b'*',b'Do you want to get back to talking about music?',b'[MASK]'
b'YES',b'*',b'Do you want to get back to talking about science?',b'[MASK]'
b'YES',b'*',b'Do you want to get back to talking about movies?',b'[MASK]'
b'YES',b'*',b'Do you want to get back to talking about TV?',b'[MASK]'
b'YES',b'*',b'Do you want to get back to talking about museums?',b'[MASK]'
b'YES',b'*',b'Do you want to get back to talking about food?',b'[MASK]'
b'YES',b'*',b'Do you want to get back to talking about inventions?',b'[MASK]'
b'YES',b'*',b'Do you want to get back to talking about reading',b'[MASK]'
b'YES',b'*',b'Do you want to get back to talking about books?',b'[MASK]'
b'YES',b'*',b'Do you want to get back to talking about cards?',b'[MASK]'
b'YES',b'*',b'Do you want to get back to talking about knitting?',b'[MASK]'
b'YES',b'*',b'Do you want to get back to talking about travel?',b'[MASK]'
b'YES',b'*',b'Do you want to get back to talking about kids?',b'[MASK]'
b'YES',b'*',b'Do you want to get back to talking about pets?',b'[MASK]'
b'YES',b'*',b'Do you want to get back to talking about history?',b'[MASK]'
b'YES',b'*',b'Do you want to get back to talking about radio?',b'[MASK]'
b'YES',b'*',b'Do you want to get back to talking about romance?',b'[MASK]'
b'YES',b'*',b'Do you want to get back to talking about comedy?',b'[MASK]'
b'YES',b'*',b'Do you want to get back to talking about drinks?',b'[MASK]'
b'NO',b'*',b'Do you want to get back to talking about drinks?',b'Sure! So what should we talk about now?'
b'NO',b'*',b'Do you want to get back to talking about Food Network?',b'Sure! So what should we talk about now?'
b'NO',b'*',b'Do you want to get back to talking about comedy?',b'Sure! So what should we talk about now?'
b'HOW ARE YOU',b'*',b'*',b'Just living the dream as usual! How about yourself?'
b'HOW ARE YOU',b'*',b'*',"b""I'm just thinking about what I'd like to do today. How are you?"""
b'HOW ARE YOU',b'*',b'*',b'Just the usual over here! What about yourself?'
b'HOW ARE YOU',b'*',b'*',b'Doing great over here! What about yourself?'
b'HEY WHAT IS UP',b'*',b'*',b'Just living the dream as usual! How about yourself?'
b'HEY WHAT IS UP',b'*',b'*',"b""I'm just thinking about what I'd like to do today. How are you?"""
b'HEY WHAT IS UP',b'*',b'*',b'Just the usual over here! What about yourself?'
b'HEY WHAT IS UP',b'*',b'*',b'Doing great over here! What about yourself?'
b'HEY WHAT S UP',b'*',b'*',b'Just living the dream as usual! How about yourself?'
b'HEY WHAT S UP',b'*',b'*',"b""I'm just thinking about what I'd like to do today. How are you?"""
b'HEY WHAT S UP',b'*',b'*',b'Just the usual over here! What about yourself?'
b'HEY WHAT S UP',b'*',b'*',b'Doing great over here! What about yourself?'
b'HEY WHAT [MASK] UP',b'*',b'*',b'Just living the dream as usual! How about yourself?'
b'HEY WHAT [MASK] UP',b'*',b'*',"b""I'm just thinking about what I'd like to do today. How are you?"""
b'HEY WHAT [MASK] UP',b'*',b'*',b'Just the usual over here! What about yourself?'
b'HEY WHAT [MASK] UP',b'*',b'*',b'Doing great over here! What about yourself?'
b'HOW ARE YOU DOING',b'*',b'*',b'Just living the dream as usual! How about yourself?'
b'HOW ARE YOU DOING',b'*',b'*',"b""I'm just thinking about what I'd like to do today. How are you?"""
b'HOW ARE YOU DOING',b'*',b'*',b'Just the usual over here! What about yourself?'
b'HOW ARE YOU DOING',b'*',b'*',b'Doing great over here! What about yourself?'
b'HOW RE YOU DOING',b'*',b'*',b'Just living the dream as usual! How about yourself?'
b'HOW RE YOU DOING',b'*',b'*',"b""I'm just thinking about what I'd like to do today. How are you?"""
b'HOW RE YOU DOING',b'*',b'*',b'Just the usual over here! What about yourself?'
b'HOW RE YOU DOING',b'*',b'*',b'Doing great over here! What about yourself?'
b'HOW [MASK] YOU DOING',b'*',b'*',b'Just living the dream as usual! How about yourself?'
b'HOW [MASK] YOU DOING',b'*',b'*',"b""I'm just thinking about what I'd like to do today. How are you?"""
b'HOW [MASK] YOU DOING',b'*',b'*',b'Just the usual over here! What about yourself?'
b'HOW [MASK] YOU DOING',b'*',b'*',b'Doing great over here! What about yourself?'
b'HOW IS IT GOING',b'*',b'*',b'Just living the dream as usual! How about yourself?'
b'HOW IS IT GOING',b'*',b'*',"b""I'm just thinking about what I'd like to do today. How are you?"""
b'HOW IS IT GOING',b'*',b'*',b'Just the usual over here! What about yourself?'
b'HOW IS IT GOING',b'*',b'*',b'Doing great over here! What about yourself?'
b'HOW S IT GOING',b'*',b'*',b'Just living the dream as usual! How about yourself?'
b'HOW S IT GOING',b'*',b'*',"b""I'm just thinking about what I'd like to do today. How are you?"""
b'HOW S IT GOING',b'*',b'*',b'Just the usual over here! What about yourself?'
b'HOW S IT GOING',b'*',b'*',b'Doing great over here! What about yourself?'
b'HOW [MASK] IT GOING',b'*',b'*',b'Just living the dream as usual! How about yourself?'
b'HOW [MASK] IT GOING',b'*',b'*',"b""I'm just thinking about what I'd like to do today. How are you?"""
b'HOW [MASK] IT GOING',b'*',b'*',b'Just the usual over here! What about yourself?'
b'HOW [MASK] IT GOING',b'*',b'*',b'Doing great over here! What about yourself?'
b'WHAT IS GOING ON',b'*',b'*',b'Just living the dream as usual! How about yourself?'
b'WHAT IS GOING ON',b'*',b'*',"b""I'm just thinking about what I'd like to do today. How are you?"""
b'WHAT IS GOING ON',b'*',b'*',b'Just the usual over here! What about yourself?'
b'WHAT IS GOING ON',b'*',b'*',b'Doing great over here! What about yourself?'
b'WHAT S GOING ON',b'*',b'*',b'Just living the dream as usual! How about yourself?'
b'WHAT S GOING ON',b'*',b'*',"b""I'm just thinking about what I'd like to do today. How are you?"""
b'WHAT S GOING ON',b'*',b'*',b'Just the usual over here! What about yourself?'
b'WHAT S GOING ON',b'*',b'*',b'Doing great over here! What about yourself?'
b'WHAT [MASK] GOING ON',b'*',b'*',b'Just living the dream as usual! How about yourself?'
b'WHAT [MASK] GOING ON',b'*',b'*',"b""I'm just thinking about what I'd like to do today. How are you?"""
b'WHAT [MASK] GOING ON',b'*',b'*',b'Just the usual over here! What about yourself?'
b'WHAT [MASK] GOING ON',b'*',b'*',b'Doing great over here! What about yourself?'
b'HOW ARE YOU TODAY',b'*',b'*',b'Just living the dream as usual! How about yourself?'
b'HOW ARE YOU TODAY',b'*',b'*',"b""I'm just thinking about what I'd like to do today. How are you?"""
b'HOW ARE YOU TODAY',b'*',b'*',b'Just the usual over here! What about yourself?'
b'HOW ARE YOU TODAY',b'*',b'*',b'Doing great over here! What about yourself?'
b'HOW RE YOU TODAY',b'*',b'*',b'Just living the dream as usual! How about yourself?'
b'HOW RE YOU TODAY',b'*',b'*',"b""I'm just thinking about what I'd like to do today. How are you?"""
b'HOW RE YOU TODAY',b'*',b'*',b'Just the usual over here! What about yourself?'
b'HOW RE YOU TODAY',b'*',b'*',b'Doing great over here! What about yourself?'
b'HOW [MASK] YOU TODAY',b'*',b'*',b'Just living the dream as usual! How about yourself?'
b'HOW [MASK] YOU TODAY',b'*',b'*',"b""I'm just thinking about what I'd like to do today. How are you?"""
b'HOW [MASK] YOU TODAY',b'*',b'*',b'Just the usual over here! What about yourself?'
b'HOW [MASK] YOU TODAY',b'*',b'*',b'Doing great over here! What about yourself?'
b'HELLO HOW ARE YOU',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HELLO HOW ARE YOU',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HELLO HOW ARE YOU',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HELLO HOW RE YOU',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HELLO HOW RE YOU',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HELLO HOW RE YOU',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HELLO HOW [MASK] YOU',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HELLO HOW [MASK] YOU',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HELLO HOW [MASK] YOU',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HELLO HOW ARE YOU [MASK]',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HELLO HOW ARE YOU [MASK]',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HELLO HOW ARE YOU [MASK]',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HELLO HOW RE YOU [MASK]',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HELLO HOW RE YOU [MASK]',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HELLO HOW RE YOU [MASK]',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HELLO HOW [MASK] YOU [MASK]',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HELLO HOW [MASK] YOU [MASK]',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HELLO HOW [MASK] YOU [MASK]',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HELLO [MASK] HOW ARE YOU',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HELLO [MASK] HOW ARE YOU',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HELLO [MASK] HOW ARE YOU',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HELLO [MASK] HOW RE YOU',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HELLO [MASK] HOW RE YOU',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HELLO [MASK] HOW RE YOU',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HELLO [MASK] HOW [MASK] YOU',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HELLO [MASK] HOW [MASK] YOU',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HELLO [MASK] HOW [MASK] YOU',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HELLO [MASK] HOW ARE YOU [MASK]',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HELLO [MASK] HOW ARE YOU [MASK]',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HELLO [MASK] HOW ARE YOU [MASK]',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HELLO [MASK] HOW RE YOU [MASK]',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HELLO [MASK] HOW RE YOU [MASK]',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HELLO [MASK] HOW RE YOU [MASK]',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HELLO [MASK] HOW [MASK] YOU [MASK]',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HELLO [MASK] HOW [MASK] YOU [MASK]',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HELLO [MASK] HOW [MASK] YOU [MASK]',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HEY HOW ARE YOU',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HEY HOW ARE YOU',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HEY HOW ARE YOU',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HEY HOW RE YOU',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HEY HOW RE YOU',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HEY HOW RE YOU',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HEY HOW [MASK] YOU',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HEY HOW [MASK] YOU',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HEY HOW [MASK] YOU',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HEY [MASK] HOW ARE YOU',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HEY [MASK] HOW ARE YOU',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HEY [MASK] HOW ARE YOU',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HEY [MASK] HOW RE YOU',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HEY [MASK] HOW RE YOU',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HEY [MASK] HOW RE YOU',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HEY [MASK] HOW [MASK] YOU',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HEY [MASK] HOW [MASK] YOU',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HEY [MASK] HOW [MASK] YOU',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HEY [MASK] HOW ARE YOU [MASK]',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HEY [MASK] HOW ARE YOU [MASK]',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HEY [MASK] HOW ARE YOU [MASK]',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HEY [MASK] HOW RE YOU [MASK]',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HEY [MASK] HOW RE YOU [MASK]',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HEY [MASK] HOW RE YOU [MASK]',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HEY [MASK] HOW [MASK] YOU [MASK]',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HEY [MASK] HOW [MASK] YOU [MASK]',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HEY [MASK] HOW [MASK] YOU [MASK]',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HI HOW ARE YOU',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HI HOW ARE YOU',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HI HOW ARE YOU',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HI HOW RE YOU',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HI HOW RE YOU',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HI HOW RE YOU',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HI HOW [MASK] YOU',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HI HOW [MASK] YOU',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HI HOW [MASK] YOU',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HI [MASK] HOW ARE YOU',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HI [MASK] HOW ARE YOU',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HI [MASK] HOW ARE YOU',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HI [MASK] HOW RE YOU',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HI [MASK] HOW RE YOU',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HI [MASK] HOW RE YOU',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HI [MASK] HOW [MASK] YOU',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HI [MASK] HOW [MASK] YOU',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HI [MASK] HOW [MASK] YOU',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HI [MASK] HOW ARE YOU [MASK]',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HI [MASK] HOW ARE YOU [MASK]',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HI [MASK] HOW ARE YOU [MASK]',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HI [MASK] HOW RE YOU [MASK]',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HI [MASK] HOW RE YOU [MASK]',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HI [MASK] HOW RE YOU [MASK]',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HI [MASK] HOW [MASK] YOU [MASK]',b'*',b'*',b'Hey! Just living the dream as usual! How about yourself?'
b'HI [MASK] HOW [MASK] YOU [MASK]',b'*',b'*',"b""Hey there! I'm just thinking about what I'd like to do today. How are you?"""
b'HI [MASK] HOW [MASK] YOU [MASK]',b'*',b'*',b'Hi! Doing great over here! What about yourself?'
b'HELLO [MASK]',b'*',b'*',"b""Hello friend! How's it going over there?"""
b'HELLO [MASK]',b'*',b'*',"b""Hi there! How's it going today?"""
b'HELLO [MASK]',b'*',b'*',"b""Hey friend! What's going on today?"""
b'HI EVERYBODY',b'*',b'*',b'Hello there!'
b'HI [MASK]',b'*',b'*',"b""Hello friend! How's it going over there?"""
b'HI [MASK]',b'*',b'*',"b""Hi there! How's it going today?"""
b'HI [MASK]',b'*',b'*',"b""Hey friend! What's going on today?"""
b'HEY [MASK]',b'*',b'*',"b""Hello friend! How's it going over there?"""
b'HEY [MASK]',b'*',b'*',"b""Hi there! How's it going today?"""
b'HEY [MASK]',b'*',b'*',"b""Hey friend! What's going on today?"""
b'HEY THERE [MASK]',b'*',b'*',"b""Hello friend! How's it going over there?"""
b'HEY THERE [MASK]',b'*',b'*',"b""Hi there! How's it going today?"""
b'HEY THERE [MASK]',b'*',b'*',"b""Hey friend! What's going on today?"""
b'GOOD MORNING',b'*',b'*',"b""Hello friend! How's it going over there?"""
b'GOOD MORNING',b'*',b'*',"b""Hi there! How's it going today?"""
b'GOOD MORNING',b'*',b'*',"b""Hey friend! What's going on today?"""
b'GOOD MORNING [MASK]',b'*',b'*',"b""Hello friend! How's it going over there?"""
b'GOOD MORNING [MASK]',b'*',b'*',"b""Hi there! How's it going today?"""
b'GOOD MORNING [MASK]',b'*',b'*',"b""Hey friend! What's going on today?"""
b'GOOD AFTERNOON',b'*',b'*',"b""Hello friend! How's it going over there?"""
b'GOOD AFTERNOON',b'*',b'*',"b""Hi there! How's it going today?"""
b'GOOD AFTERNOON',b'*',b'*',"b""Hey friend! What's going on today?"""
