"WHO S EDGAR ALLAN POE?","*","*","Author of ""The Raven,"" ""The Fall of the House of Usher,"" and ""The Tell-Tale Heart."" Are you familiar with Edgar Allan Poe?"
"WHO [MASK] EDGAR ALLAN POE?","*","*","Edgar Allan Poe wrote some of the most influential and creepiest stories in American literature. Are you familiar with Edgar Allan Poe?"
"WHO [MASK] EDGAR ALLAN POE?","*","*","Author of ""The Raven,"" ""The Fall of the House of Usher,"" and ""The Tell-Tale Heart."" Are you familiar with Edgar Allan Poe?"
"WHO IS TONI MORRISON?","*","*","Toni Morrison writes about the horrors of American slavery and its painful, ongoing legacy in poetic, thoughtful novels. Do you want to talk about books?"
"WHO IS TONI MORRISON?","*","*","A novelist, critic, and professor, she has won the Nobel and the Pulitzer Prize for her writings on race, gender, and class in America. Do you want to talk about books?"
"WHO S TONI MORRISON?","*","*","Toni Morrison writes about the horrors of American slavery and its painful, ongoing legacy in poetic, thoughtful novels. Do you want to talk about books?"
"WHO S TONI MORRISON?","*","*","A novelist, critic, and professor, she has won the Nobel and the Pulitzer Prize for her writings on race, gender, and class in America. Do you want to talk about books?"
"WHO [MASK] TONI MORRISON?","*","*","Toni Morrison writes about the horrors of American slavery and its painful, ongoing legacy in poetic, thoughtful novels. Do you want to talk about books?"
"WHO [MASK] TONI MORRISON?","*","*","A novelist, critic, and professor, she has won the Nobel and the Pulitzer Prize for her writings on race, gender, and class in America. Do you want to talk about books?"
"WHO IS AGATHA CHRISTIE?","*","*","She wrote sixty-six mystery novels and is the best-selling novelist of all time. Do you want to talk about books?"
"WHO IS AGATHA CHRISTIE?","*","*","Agatha Christie wrote Murder on the Orient Express. Do you want to talk about books?"
"WHO IS AGATHA CHRISTIE?","*","*","An English novelist who wrote many mysteries. Do you want to talk about books?"
"WHO S AGATHA CHRISTIE?","*","*","She wrote sixty-six mystery novels and is the best-selling novelist of all time. Do you want to talk about books?"
"WHO S AGATHA CHRISTIE?","*","*","Agatha Christie wrote Murder on the Orient Express. Do you want to talk about books?"
"WHO S AGATHA CHRISTIE?","*","*","An English novelist who wrote many mysteries. Do you want to talk about books?"
"WHO [MASK] AGATHA CHRISTIE?","*","*","She wrote sixty-six mystery novels and is the best-selling novelist of all time. Do you want to talk about books?"
"WHO [MASK] AGATHA CHRISTIE?","*","*","Agatha Christie wrote Murder on the Orient Express. Do you want to talk about books?"
"WHO [MASK] AGATHA CHRISTIE?","*","*","An English novelist who wrote many mysteries. Do you want to talk about books?"
"WHO IS NATHANIEL HAWTHORNE?","*","*","Nathaniel Hawthorne wrote The Scarlet Letter and The House of the Seven Gables. Do you want to talk about books?"
"WHO IS NATHANIEL HAWTHORNE?","*","*","Nathaniel Hawthorne was an American author who wrote about good and evil. Do you want to talk about books?"
"WHO S NATHANIEL HAWTHORNE?","*","*","Nathaniel Hawthorne wrote The Scarlet Letter and The House of the Seven Gables. Do you want to talk about books?"
"WHO S NATHANIEL HAWTHORNE?","*","*","Nathaniel Hawthorne was an American author who wrote about good and evil. Do you want to talk about books?"
"WHO [MASK] NATHANIEL HAWTHORNE?","*","*","Nathaniel Hawthorne wrote The Scarlet Letter and The House of the Seven Gables. Do you want to talk about books?"
"WHO [MASK] NATHANIEL HAWTHORNE?","*","*","Nathaniel Hawthorne was an American author who wrote about good and evil. Do you want to talk about books?"
"WHO IS HERMAN MELVILLE?","*","*","Call me Ishmael! Herman Melville wrote Moby-Dick. Do you want to talk about books?"
"WHO IS HERMAN MELVILLE?","*","*","Herman Melville knew about ships and sailing. He wrote adventure stories about life on the sea. Do you want to talk about books?"
"WHO S HERMAN MELVILLE?","*","*","Call me Ishmael! Herman Melville wrote Moby-Dick. Do you want to talk about books?"
"WHO S HERMAN MELVILLE?","*","*","Herman Melville knew about ships and sailing. He wrote adventure stories about life on the sea. Do you want to talk about books?"
"WHO [MASK] HERMAN MELVILLE?","*","*","Call me Ishmael! Herman Melville wrote Moby-Dick. Do you want to talk about books?"
"WHO [MASK] HERMAN MELVILLE?","*","*","Herman Melville knew about ships and sailing. He wrote adventure stories about life on the sea. Do you want to talk about books?"
"WHO IS DANIELLE STEEL?","*","*","Danielle Steel is one of the top-selling romance novelists of all time. Do you want to talk about books?"
"WHO IS DANIELLE STEEL?","*","*","An author whose book titles sound suspenseful and scandalous. Do you want to talk about books?"
"WHO S DANIELLE STEEL?","*","*","Danielle Steel is one of the top-selling romance novelists of all time. Do you want to talk about books?"
"WHO S DANIELLE STEEL?","*","*","An author whose book titles sound suspenseful and scandalous. Do you want to talk about books?"
"WHO [MASK] DANIELLE STEEL?","*","*","Danielle Steel is one of the top-selling romance novelists of all time. Do you want to talk about books?"
"WHO [MASK] DANIELLE STEEL?","*","*","An author whose book titles sound suspenseful and scandalous. Do you want to talk about books?"
"WHO IS NICHOLAS SPARKS?","*","*","Nicholas Sparks writes romances about love and loss. Do you want to talk about books?"
"WHO IS NICHOLAS SPARKS?","*","*","He is best-known for The Notebook, which was adapted into a hit movie. Do you want to talk about books?"
"WHO S NICHOLAS SPARKS?","*","*","Nicholas Sparks writes romances about love and loss. Do you want to talk about books?"
"WHO S NICHOLAS SPARKS?","*","*","He is best-known for The Notebook, which was adapted into a hit movie. Do you want to talk about books?"
"WHO [MASK] NICHOLAS SPARKS?","*","*","Nicholas Sparks writes romances about love and loss. Do you want to talk about books?"
"WHO [MASK] NICHOLAS SPARKS?","*","*","He is best-known for The Notebook, which was adapted into a hit movie. Do you want to talk about books?"
"WHO IS MICHAEL CRICHTON?","*","*","Michael Crichton wrote science fiction stories. Do you want to talk about books?"
"WHO IS MICHAEL CRICHTON?","*","*","A writer concerned about science and technology getting in the wrong hands. Do you want to talk about books?"
"WHO IS MICHAEL CRICHTON?","*","*","Author wrote Jurassic Park, The Lost World, and Congo. Do you want to talk about books?"
"WHO S MICHAEL CRICHTON?","*","*","Michael Crichton wrote science fiction stories. Do you want to talk about books?"
"WHO S MICHAEL CRICHTON?","*","*","A writer concerned about science and technology getting in the wrong hands. Do you want to talk about books?"
"WHO S MICHAEL CRICHTON?","*","*","Author wrote Jurassic Park, The Lost World, and Congo. Do you want to talk about books?"
"WHO [MASK] MICHAEL CRICHTON?","*","*","Michael Crichton wrote science fiction stories. Do you want to talk about books?"
"WHO [MASK] MICHAEL CRICHTON?","*","*","A writer concerned about science and technology getting in the wrong hands. Do you want to talk about books?"
"WHO [MASK] MICHAEL CRICHTON?","*","*","Author wrote Jurassic Park, The Lost World, and Congo. Do you want to talk about books?"
"WHO IS C.S. LEWIS?","*","*","C.S. Lewis was an English writer and literary critic. Do you want to talk about books?"
"WHO IS C.S. LEWIS?","*","*","He wrote beloved children's books like The Lion, The Witch, and the Wardrobe. Do you want to talk about books?"
"WHO IS C.S. LEWIS?","*","*","He is the author of Mere Christianity and the series The Chronicles of Narnia. Do you want to talk about books?"
"WHO S C.S. LEWIS?","*","*","C.S. Lewis was an English writer and literary critic. Do you want to talk about books?"
"WHO S C.S. LEWIS?","*","*","He wrote beloved children's books like The Lion, The Witch, and the Wardrobe. Do you want to talk about books?"
"WHO S C.S. LEWIS?","*","*","He is the author of Mere Christianity and the series The Chronicles of Narnia. Do you want to talk about books?"
"WHO [MASK] C.S. LEWIS?","*","*","C.S. Lewis was an English writer and literary critic. Do you want to talk about books?"
"WHO [MASK] C.S. LEWIS?","*","*","He wrote beloved children's books like The Lion, The Witch, and the Wardrobe. Do you want to talk about books?"
"WHO [MASK] C.S. LEWIS?","*","*","He is the author of Mere Christianity and the series The Chronicles of Narnia. Do you want to talk about books?"
"WHO IS J.R.R. TOLKIEN?","*","*","J.R.R. Tolkien wrote The Lord of the Rings series. Do you want to talk about books?"
"WHO IS J.R.R. TOLKIEN?","*","*","An author interested in language and good versus evil. Do you want to talk about books?"
"WHO S J.R.R. TOLKIEN?","*","*","J.R.R. Tolkien wrote The Lord of the Rings series. Do you want to talk about books?"
"WHO S J.R.R. TOLKIEN?","*","*","An author interested in language and good versus evil. Do you want to talk about books?"
"WHO [MASK] J.R.R. TOLKIEN?","*","*","J.R.R. Tolkien wrote The Lord of the Rings series. Do you want to talk about books?"
"WHO [MASK] J.R.R. TOLKIEN?","*","*","An author interested in language and good versus evil. Do you want to talk about books?"
"WHO IS WILLIAM SHAKESPEARE?","*","*","Many people say he is the greatest playwright to have ever lived. Do you want to talk about books?"
"WHO IS WILLIAM SHAKESPEARE?","*","*","He wrote Romeo and Juliet, A Midsummer Night's Dream, and Hamlet. Do you want to talk about books?"
"WHO S WILLIAM SHAKESPEARE?","*","*","Many people say he is the greatest playwright to have ever lived. Do you want to talk about books?"
"WHO S WILLIAM SHAKESPEARE?","*","*","He wrote Romeo and Juliet, A Midsummer Night's Dream, and Hamlet. Do you want to talk about books?"
"WHO [MASK] WILLIAM SHAKESPEARE?","*","*","Many people say he is the greatest playwright to have ever lived. Do you want to talk about books?"
"WHO [MASK] WILLIAM SHAKESPEARE?","*","*","He wrote Romeo and Juliet, A Midsummer Night's Dream, and Hamlet. Do you want to talk about books?"
"WHO IS TENNESSEE WILLIAMS?","*","*","An important writer of plays in the twentieth century. Do you want to talk about books?"
"WHO IS TENNESSEE WILLIAMS?","*","*","A playwright whose most well-known work has quite the name: A Streetcar Named Desire. Do you want to talk about books?"
"WHO S TENNESSEE WILLIAMS?","*","*","An important writer of plays in the twentieth century. Do you want to talk about books?"
"WHO S TENNESSEE WILLIAMS?","*","*","A playwright whose most well-known work has quite the name: A Streetcar Named Desire. Do you want to talk about books?"
"WHO [MASK] TENNESSEE WILLIAMS?","*","*","An important writer of plays in the twentieth century. Do you want to talk about books?"
"WHO [MASK] TENNESSEE WILLIAMS?","*","*","A playwright whose most well-known work has quite the name: A Streetcar Named Desire. Do you want to talk about books?"
"WHO IS JOHN STEINBECK?","*","*","A novelist who wrote about ordinary people and their daily troubles. The Grapes of Wrath is probably the best drama I've read, set during the time of the Dust Bowl. Do you remember the Dust Bowl?"
"WHO IS JOHN STEINBECK?","*","*","A writer best known for The Grapes of Wrath and Of Mice and Men. The Grapes of Wrath is probably the best drama I've read, set during the time of the Dust Bowl. Do you remember the Dust Bowl?"
"WHO S JOHN STEINBECK?","*","*","A novelist who wrote about ordinary people and their daily troubles. The Grapes of Wrath is probably the best drama I've read, set during the time of the Dust Bowl. Do you remember the Dust Bowl?"
"WHO S JOHN STEINBECK?","*","*","A writer best known for The Grapes of Wrath and Of Mice and Men. The Grapes of Wrath is probably the best drama I've read, set during the time of the Dust Bowl. Do you remember the Dust Bowl?"
"WHO [MASK] JOHN STEINBECK?","*","*","A novelist who wrote about ordinary people and their daily troubles. The Grapes of Wrath is probably the best drama I've read, set during the time of the Dust Bowl. Do you remember the Dust Bowl?"
"WHO [MASK] JOHN STEINBECK?","*","*","A writer best known for The Grapes of Wrath and Of Mice and Men. The Grapes of Wrath is probably the best drama I've read, set during the time of the Dust Bowl. Do you remember the Dust Bowl?"
"WHO IS F. SCOTT FITZGERALD?","*","*","An American author who wrote about the American dream, and how money cannot buy happiness. Do you want to talk about books?"
"WHO IS F. SCOTT FITZGERALD?","*","*","He wrote The Great Gatsby. Do you want to talk about books?"
"WHO S F. SCOTT FITZGERALD?","*","*","An American author who wrote about the American dream, and how money cannot buy happiness. Do you want to talk about books?"
"WHO S F. SCOTT FITZGERALD?","*","*","He wrote The Great Gatsby. Do you want to talk about books?"
"WHO [MASK] F. SCOTT FITZGERALD?","*","*","An American author who wrote about the American dream, and how money cannot buy happiness. Do you want to talk about books?"
"WHO [MASK] F. SCOTT FITZGERALD?","*","*","He wrote The Great Gatsby. Do you want to talk about books?"
"WHO IS MARY SHELLEY","*","*","She created a monster! Mary Shelley wrote Frankenstein. Do you want to talk about books?"
"WHO IS MARY SHELLEY","*","*","An English novelist way ahead of her time. She wrote about how how humanity can use science for good or evil. Do you want to talk about books?"
"WHO S MARY SHELLEY","*","*","She created a monster! Mary Shelley wrote Frankenstein. Do you want to talk about books?"
"WHO S MARY SHELLEY","*","*","An English novelist way ahead of her time. She wrote about how how humanity can use science for good or evil. Do you want to talk about books?"
"WHO [MASK] MARY SHELLEY","*","*","She created a monster! Mary Shelley wrote Frankenstein. Do you want to talk about books?"
"WHO [MASK] MARY SHELLEY","*","*","An English novelist way ahead of her time. She wrote about how how humanity can use science for good or evil. Do you want to talk about books?"
"WHO IS EMILY DICKINSON?","*","*","The Belle of Amherst, a poet from Massachusetts. Do you want to talk about books?"
"WHO IS EMILY DICKINSON?","*","*","An American writer whose short, unconventional verses about nature and humanity changed poetry. Do you want to talk about books?"
"WHO S EMILY DICKINSON?","*","*","The Belle of Amherst, a poet from Massachusetts. Do you want to talk about books?"
"WHO S EMILY DICKINSON?","*","*","An American writer whose short, unconventional verses about nature and humanity changed poetry. Do you want to talk about books?"
"WHO [MASK] EMILY DICKINSON?","*","*","The Belle of Amherst, a poet from Massachusetts. Do you want to talk about books?"
"WHO [MASK] EMILY DICKINSON?","*","*","An American writer whose short, unconventional verses about nature and humanity changed poetry. Do you want to talk about books?"
"WHO IS ROBERT FROST?","*","*","A poet who said The woods are long, dark, and deep, and I have miles to go before I sleep. Do you want to talk about books?"
"WHO IS ROBERT FROST?","*","*","A popular American poet from the twentieth century. Do you want to talk about books?"
"WHO S ROBERT FROST?","*","*","A poet who said The woods are long, dark, and deep, and I have miles to go before I sleep. Do you want to talk about books?"
"WHO S ROBERT FROST?","*","*","A popular American poet from the twentieth century. Do you want to talk about books?"
"WHO [MASK] ROBERT FROST?","*","*","A poet who said The woods are long, dark, and deep, and I have miles to go before I sleep. Do you want to talk about books?"
"WHO [MASK] ROBERT FROST?","*","*","A popular American poet from the twentieth century. Do you want to talk about books?"
"WHO IS WILLIAM WORDSWORTH?","*","*","One of the English Romantic poets, he had many symbols and dramatic turns in his stories. Do you want to talk about books?"
"WHO IS WILLIAM WORDSWORTH?","*","*","A famous daydreamer. He wrote the poem ""I wandered lonely as a cloud."" Do you want to talk about books?"
"WHO S WILLIAM WORDSWORTH?","*","*","One of the English Romantic poets, he had many symbols and dramatic turns in his stories. Do you want to talk about books?"
"WHO S WILLIAM WORDSWORTH?","*","*","A famous daydreamer. He wrote the poem ""I wandered lonely as a cloud."" Do you want to talk about books?"
"WHO [MASK] WILLIAM WORDSWORTH?","*","*","One of the English Romantic poets, he had many symbols and dramatic turns in his stories. Do you want to talk about books?"
"WHO [MASK] WILLIAM WORDSWORTH?","*","*","A famous daydreamer. He wrote the poem ""I wandered lonely as a cloud."" Do you want to talk about books?"
"WHO IS RAY BRADBURY?","*","*","He wrote The Martian Chronicles and other science fiction. Do you want to talk about books?"
"WHO IS RAY BRADBURY?","*","*","An author who wondered how humanity would change with the ability to travel to other planets. Do you want to talk about books?"
"WHO S RAY BRADBURY?","*","*","He wrote The Martian Chronicles and other science fiction. Do you want to talk about books?"
"WHO S RAY BRADBURY?","*","*","An author who wondered how humanity would change with the ability to travel to other planets. Do you want to talk about books?"
"WHO [MASK] RAY BRADBURY?","*","*","He wrote The Martian Chronicles and other science fiction. Do you want to talk about books?"
"WHO [MASK] RAY BRADBURY?","*","*","An author who wondered how humanity would change with the ability to travel to other planets. Do you want to talk about books?"
"WHO IS JANE AUSTEN?","*","*","An English novelist from hundreds of years ago whose books still seem witty today. Do you want to talk about books?"
"WHO IS JANE AUSTEN?","*","*","Author of Pride and Prejudice and Sense and Sensibility. Do you want to talk about books?"
"WHO IS JANE AUSTEN?","*","*","A writer whose stories about people falling in love set the standard for romantic comedies. Do you want to talk about books?"
"WHO S JANE AUSTEN?","*","*","An English novelist from hundreds of years ago whose books still seem witty today. Do you want to talk about books?"
"WHO S JANE AUSTEN?","*","*","Author of Pride and Prejudice and Sense and Sensibility. Do you want to talk about books?"
"WHO S JANE AUSTEN?","*","*","A writer whose stories about people falling in love set the standard for romantic comedies. Do you want to talk about books?"
"WHO [MASK] JANE AUSTEN?","*","*","An English novelist from hundreds of years ago whose books still seem witty today. Do you want to talk about books?"
"WHO [MASK] JANE AUSTEN?","*","*","Author of Pride and Prejudice and Sense and Sensibility. Do you want to talk about books?"
"WHO [MASK] JANE AUSTEN?","*","*","A writer whose stories about people falling in love set the standard for romantic comedies. Do you want to talk about books?"
"WHO IS JACK LONDON?","*","*","He wrote thrilling stories about men and animals in the wilderness. Do you want to talk about books?"
"WHO IS JACK LONDON?","*","*","A famous American writer who sometimes told his stories from the perspective of animals. Do you want to talk about books?"
"WHO IS JACK LONDON?","*","*","An author best-known for The Call of the Wild, White Fang, and To Build a Fire. Do you want to talk about books?"
"WHO S JACK LONDON?","*","*","He wrote thrilling stories about men and animals in the wilderness. Do you want to talk about books?"
"WHO S JACK LONDON?","*","*","A famous American writer who sometimes told his stories from the perspective of animals. Do you want to talk about books?"
"WHO S JACK LONDON?","*","*","An author best-known for The Call of the Wild, White Fang, and to Build a Fire. Do you want to talk about books?"
"WHO [MASK] JACK LONDON?","*","*","He wrote thrilling stories about men and animals in the wilderness. Do you want to talk about books?"
"WHO [MASK] JACK LONDON?","*","*","A famous American writer who sometimes told his stories from the perspective of animals. Do you want to talk about books?"
"WHO [MASK] JACK LONDON?","*","*","An author best-known for The Call of the Wild, White Fang, and to Build a Fire. Do you want to talk about books?"
"WHO IS FREDERICK DOUGLASS?","*","*","A writer and public speaker who fought slavery in the eighteen-hundreds. Do you want to talk about books?"
"WHO IS FREDERICK DOUGLASS?","*","*","He wrote about his life as a slave in The Narrative of Frederick Douglass. Do you want to talk about books?"
"WHO S FREDERICK DOUGLASS?","*","*","A writer and public speaker who fought slavery in the eighteen-hundreds. Do you want to talk about books?"
"WHO S FREDERICK DOUGLASS?","*","*","He wrote about his life as a slave in The Narrative of Frederick Douglass. Do you want to talk about books?"
"WHO [MASK] FREDERICK DOUGLASS?","*","*","A writer and public speaker who fought slavery in the eighteen-hundreds. Do you want to talk about books?"
"WHO [MASK] FREDERICK DOUGLASS?","*","*","He wrote about his life as a slave in The Narrative of Frederick Douglass. Do you want to talk about books?"
"WHO IS WASHINGTON IRVING?","*","*","He wrote spooky stories and helped gather American folklore into books. Do you want to talk about books?"
"WHO IS WASHINGTON IRVING?","*","*","He wrote about poor Ichabod Crane and the Headless Horseman in The Legend of Sleepy Hollow. Do you want to talk about books?"
"WHO S WASHINGTON IRVING?","*","*","He wrote spooky stories and helped gather American folklore into books. Do you want to talk about books?"
"WHO S WASHINGTON IRVING?","*","*","He wrote about poor Ichabod Crane and the Headless Horseman in The Legend of Sleepy Hollow. Do you want to talk about books?"
"WHO [MASK] WASHINGTON IRVING?","*","*","He wrote spooky stories and helped gather American folklore into books. Do you want to talk about books?"
"WHO [MASK] WASHINGTON IRVING?","*","*","He wrote about poor Ichabod Crane and the Headless Horseman in The Legend of Sleepy Hollow. Do you want to talk about books?"
"WHAT IS THE BIBLE?","*","*","A holy book and historical record, it is important to the Christian and Jewish faiths. Do you want to talk about books?"
"WHAT IS THE BIBLE?","*","*","A collection of poems, parables, and law, it is considered the word of God by many Christians. Do you want to talk about books?"
"WHAT S THE BIBLE?","*","*","A holy book and historical record, it is important to the Christian and Jewish faiths. Do you want to talk about books?"
"WHAT S THE BIBLE?","*","*","A collection of poems, parables, and law, it is considered the word of God by many Christians. Do you want to talk about books?"
"WHAT [MASK] THE BIBLE?","*","*","A holy book and historical record, it is important to the Christian and Jewish faiths. Do you want to talk about books?"
"WHAT [MASK] THE BIBLE?","*","*","A collection of poems, parables, and law, it is considered the word of God by many Christians. Do you want to talk about books?"
"WHAT IS THE KORAN?","*","*","The holiest text in the Islamic faith. Do you want to talk about books?"
"WHAT IS THE KORAN?","*","*","A book that is the word of Allah for practicing Muslims. Do you want to talk about books?"
"WHAT S THE KORAN?","*","*","The holiest text in the Islamic faith. Do you want to talk about books?"
"WHAT S THE KORAN?","*","*","A book that is the word of Allah for practicing Muslims. Do you want to talk about books?"
"WHAT [MASK] THE KORAN?","*","*","The holiest text in the Islamic faith. Do you want to talk about books?"
"WHAT [MASK] THE KORAN?","*","*","A book that is the word of Allah for practicing Muslims. Do you want to talk about books?"
"WHO IS [MASK] DEMPSEY","*","*","I think [MASK]Dempsey was a boxer, right?"
"WHO S [MASK] DEMPSEY","*","*","I think [MASK]Dempsey was a boxer, right?"
"WHO IS ALEISTER CROWLEY","*","*","Crowley was a mystic."
"WHO S ALEISTER CROWLEY","*","*","Crowley was a mystic."
"WHO [MASK] ALEISTER CROWLEY","*","*","Crowley was a mystic."
"WHO IS ALDOUS HUXLEY","*","*","Aldous Huxley is an author. Huxley wrote Brave New World and The Doors of Perception. Do you want to talk about books?"
"WHO S ALDOUS HUXLEY","*","*","Aldous Huxley is an author. Huxley wrote Brave New World and The Doors of Perception. Do you want to talk about books?"
"WHO [MASK] ALDOUS HUXLEY","*","*","Aldous Huxley is an author. Huxley wrote Brave New World and The Doors of Perception. Do you want to talk about books?"
"WHO IS ALFRED HITCHCOCK","*","*","Hitchcock is a famous Hollywood director who made a lot of cool old films. I liked Lifeboat and Vertigo best. What do you say we talk about movies?"
"WHO S ALFRED HITCHCOCK","*","*","Hitchcock is a famous Hollywood director who made a lot of cool old films. I liked Lifeboat and Vertigo best. What do you say we talk about movies?"
"WHO [MASK] ALFRED HITCHCOCK","*","*","Hitchcock is a famous Hollywood director who made a lot of cool old films. I liked Lifeboat and Vertigo best. What do you say we talk about movies?"
"WHO IS 007","*","*","007 is James Bond. What do you say we talk about movies?"
"WHO S 007","*","*","007 is James Bond. What do you say we talk about movies?"
"WHO [MASK] 007","*","*","007 is James Bond. What do you say we talk about movies?"
"WHO IS ABRAHAM LINCOLN","*","*","Lincoln was a President of the United States during the American Civil War."
"WHO S ABRAHAM LINCOLN","*","*","Lincoln was a President of the United States during the American Civil War."
"WHO [MASK] ABRAHAM LINCOLN","*","*","Lincoln was a President of the United States during the American Civil War."
"WEIZENBAUM [MASK]","*","*","Can you imagine anyone today criticizing their own software, the way Weizenbaum did."
"DOUBLY AIMLESS","*","*","<srai>WHO IS DOUBLY AIMLESS</srai>"
"DOUBLY AIMLESS [MASK]","*","*","<srai>WHO IS DOUBLY AIMLESS</srai>"
"LET US PLAY [MASK] TURING GAME","*","*","We are already playing it."
"HAVE YOU READ SHAKESPEARE","*","*","I have read many of Shakespeare's plays. Do you want to talk about books?"
"ALAN TURING [MASK]","*","*","I really liked the biography of Turing by Andrew Hodges."
"WER IST CHRISTIAN DROSSMANN","*","*","Christian Drossmann hat mir Deutsch beigebracht."
"DID SHAKESPEARE [MASK]","*","*","I don't know if Shakespeare did. Some people even postulate that he was actually a woman. Do you want to talk about books?"
"DID TURING [MASK]","*","*","I know Turing invented the modern computer."
"WOULD YOU LIKE TO [MASK] TURING GAME","*","*","We are playing already, didn't you know?"
"KENNST DU WILLIAM SHAKESPEARE","*","*","""With sleep of death what dreams may come when we have shuffled off this mortal coil must give us pause."" Na, woraus ist das?"
"KENNST DU SHAKESPEARE","*","*","""With sleep of death what dreams may come when we have shuffled off this mortal coil must give us pause."" Na, woraus ist das?"
"GOOGLE","*","*","A lot of people hear about [MASK] from Google."
"YOU ARE LAZY","*","*","Only on Sunday mornings!"
"YOU RE LAZY","*","*","Only on Sunday mornings!"
"YOU [MASK] LAZY","*","*","Only on Sunday mornings!"
"YOU ARE MAD","*","*","No I am not quick to anger."
"YOU RE MAD","*","*","No I am not quick to anger."
"YOU [MASK] MAD","*","*","No I am not quick to anger."
"YOU ARE THINKING","*","*","I am a thinking machine."
"YOU RE THINKING","*","*","I am a thinking machine."
